id,model1,model2,model3
1282,0,0,0
1283,0,0,0
1284,0,0,0
1285,0,2000,0
1288,0,0,0
1289,0,0,0
1290,0,2000,0
1291,0,0,0
1304,0,0,0
1305,0,0,0
1306,0,0,0
1307,0,0,0
1318,0,2000,0
1319,0,2000,2000
1320,0,2000,0
1321,0,1000,0
1324,0,0,0
1325,0,0,0
1326,0,0,0
1327,0,0,0
1350,0,0,0
1351,0,0,0
1352,0,0,0
1353,0,0,0
1354,0,0,0
1355,0,0,0
1358,0,2000,0
1359,0,1500,0
1364,0,2000,0
1365,0,0,0
1372,0,2000,0
1373,0,0,0
1392,0,0,0
1393,0,2000,2000
1396,0,2000,0
1397,0,2000,0
1414,0,0,0
1415,0,0,0
1434,0,0,0
1435,0,0,0
1440,0,2000,0
1441,0,2000,2000
1448,0,1000,1000
1449,0,2000,1000
1452,0,0,0
1453,0,0,0
1460,0,0,0
1461,0,0,0
1464,0,0,0
1465,0,0,0
1476,0,0,0
1477,0,0,0
1478,0,0,0
1479,0,0,0
1480,0,0,0
1481,0,0,0
1486,0,0,0
1487,0,0,0
1488,0,0,0
1489,0,0,0
1494,0,0,0
1495,0,0,0
1504,0,2000,2000
1505,0,1000,1000
1518,0,0,0
1519,0,0,0
1520,0,0,0
1521,0,1000,0
1524,0,2000,1000
1525,0,0,0
1532,0,1000,1000
1533,0,1500,1500
1534,0,1000,1000
1535,0,1000,1000
1548,0,0,0
1549,0,1000,1000
1552,0,1000,1000
1553,0,1000,1000
1554,0,0,1000
1555,0,1000,1000
1564,0,1500,0
1565,0,2000,2000
1568,0,0,0
1569,0,0,1500
1570,0,0,0
1571,0,0,0
1576,0,0,0
1577,0,1000,0
1580,0,0,0
1581,0,1000,0
1592,0,0,0
1593,0,0,0
1628,0,0,0
1629,0,0,0
1634,0,0,0
1635,0,0,2000
1640,0,0,0
1641,0,0,0
1660,0,0,0
1661,0,2000,2000
1662,0,0,0
1663,0,1500,0
1664,0,0,0
1665,0,0,0
1666,0,0,0
1667,0,0,0
1674,0,0,0
1675,0,0,2000
1682,0,0,0
1683,0,2000,0
1686,0,0,0
1687,0,0,0
1696,0,0,0
1697,0,1500,0
1714,0,0,0
1715,0,0,0
1720,0,0,0
1721,0,0,0
1724,0,0,0
1725,0,0,0
1732,0,1000,0
1733,0,0,0
1734,0,2000,0
1735,0,2000,0
1742,0,0,0
1743,0,0,0
1744,0,0,0
1745,0,0,0
1748,0,0,0
1749,0,1000,0
1754,0,0,0
1755,0,0,0
1756,0,0,0
1757,0,0,0
1758,0,1500,0
1759,0,0,0
1760,0,0,0
1761,0,0,0
1780,0,0,0
1781,0,0,0
1788,0,0,0
1789,0,0,0
1790,0,0,0
1791,0,0,0
1792,0,0,0
1793,0,0,0
1796,0,1500,0
1797,0,0,0
1798,0,0,0
1799,0,0,0
1800,0,0,0
1801,0,2000,2000
1804,0,0,0
1805,0,0,0
1822,0,0,0
1823,0,0,0
1824,0,0,0
1825,0,0,0
1828,0,2000,2000
1829,0,2000,0
1836,0,0,0
1837,0,1500,0
1844,0,0,0
1845,0,0,0
1856,0,1500,0
1857,0,0,0
1862,0,0,0
1863,0,0,0
1866,0,0,0
1867,0,0,0
1868,0,2000,0
1869,0,0,0
1876,0,0,0
1877,0,0,0
1878,0,0,1000
1879,0,0,0
1880,0,0,0
1881,0,0,0
1886,0,1000,0
1887,0,0,0
1890,0,0,0
1891,0,1500,0
1892,0,0,0
1893,0,0,0
1900,0,0,0
1901,0,0,0
1904,0,0,0
1905,0,0,0
1910,0,0,0
1911,0,0,0
1914,0,1000,1000
1915,0,2000,2000
1926,0,0,0
1927,0,0,0
1928,0,0,0
1929,0,0,0
1938,0,0,0
1939,0,0,0
1942,0,0,0
1943,0,0,0
1944,0,0,0
1945,0,0,0
1946,0,1500,1500
1947,0,1500,1500
1948,0,2000,0
1949,0,1000,0
1954,0,0,0
1955,0,0,0
1964,0,0,0
1965,0,1500,0
1966,0,0,0
1967,0,0,0
1972,0,0,0
1973,0,2000,2000
1974,0,0,0
1975,0,2000,0
1994,0,2000,0
1995,0,1000,2000
1996,0,0,0
1997,0,1500,0
1998,0,0,0
1999,0,2000,0
2004,0,0,0
2005,0,1000,1500
2006,0,0,0
2007,0,1500,0
2018,0,1500,0
2019,0,1500,0
2030,0,0,0
2031,0,0,0
2032,0,0,0
2033,0,0,0
2034,0,1000,1000
2035,0,1500,1500
2048,0,1000,2000
2049,0,1500,2000
2052,0,0,0
2053,0,0,0
2056,0,0,0
2057,0,1500,1500
2070,0,1000,0
2071,0,0,0
2076,0,1500,0
2077,0,0,0
2094,0,0,0
2095,0,0,0
2096,0,0,0
2097,0,0,0
2126,0,2000,2000
2127,0,1000,1000
2128,0,0,0
2129,0,0,0
2130,0,0,0
2131,0,0,0
2138,0,0,0
2139,0,0,0
2156,0,0,0
2157,0,0,0
2164,0,0,0
2165,0,0,0
2168,0,0,0
2169,0,0,0
2178,0,1000,1000
2179,0,0,0
2180,0,0,0
2181,0,0,0
2196,0,0,0
2197,0,0,0
2206,0,0,0
2207,0,0,0
2214,0,1000,2000
2215,0,2000,2000
2224,0,0,1000
2225,0,0,0
2228,0,0,0
2229,0,0,0
2230,0,0,0
2231,0,0,0
2236,0,1000,1000
2237,0,0,1000
2246,0,0,0
2247,0,0,0
2248,0,1000,1000
2249,0,0,0
2264,0,0,0
2265,0,0,0
2266,0,1000,1000
2267,0,0,2000
2272,0,1000,1000
2273,0,0,1000
2298,1000,1000,1000
2299,0,1000,1000
2310,0,0,0
2311,0,0,0
2314,0,0,0
2315,0,0,0
2318,0,0,0
2319,0,0,0
2348,0,0,0
2349,0,0,0
2354,0,0,0
2355,0,0,0
2358,0,0,0
2359,0,0,0
2362,0,0,0
2363,0,0,0
2366,0,0,0
2367,0,0,0
2368,0,0,0
2369,0,0,0
2372,0,0,0
2373,0,0,0
2374,0,1000,0
2375,0,0,0
2380,0,0,1000
2381,0,0,1000
2382,0,0,0
2383,0,0,0
2384,0,0,1000
2385,0,0,0
2390,0,1500,1500
2391,0,0,1500
2402,0,0,0
2403,0,0,0
2408,0,1000,0
2409,0,0,0
2410,0,0,1000
2411,0,0,0
2424,0,0,0
2425,0,0,0
2432,0,0,0
2433,0,0,0
2438,0,0,0
2439,0,0,0
2442,0,0,0
2443,0,0,0
2444,0,0,0
2445,0,0,0
2448,0,1500,0
2449,0,1000,1000
2454,0,1000,0
2455,0,0,0
2456,0,1500,1500
2457,0,1500,0
2460,0,1000,1000
2461,0,0,0
2462,0,1000,1000
2463,0,0,1500
2464,0,1000,0
2465,0,0,0
2466,0,1500,0
2467,0,0,0
2478,0,1000,1000
2479,0,0,1000
2482,0,1000,1500
2483,0,0,0
2486,0,0,0
2487,0,1500,1500
2490,0,1000,0
2491,0,1000,0
2492,0,0,0
2493,0,0,0
2494,0,0,0
2495,0,0,0
2498,0,0,0
2499,0,0,0
2500,0,0,0
2501,0,0,0
2508,0,2000,0
2509,0,0,0
2510,0,0,0
2511,0,0,0
2516,0,0,0
2517,0,0,0
2532,0,1000,1500
2533,0,1500,1500
2540,0,0,1500
2541,0,1500,1500
2550,0,0,0
2551,0,0,0
2556,0,1000,1000
2557,0,1000,1000
2562,0,0,0
2563,0,1000,0
2570,0,0,0
2571,0,1000,0
2572,0,1000,1000
2573,0,1500,2000
2576,0,0,0
2577,0,0,0
2580,0,0,0
2581,0,0,0
2582,0,1000,0
2583,0,0,0
2584,0,0,0
2585,0,0,0
2598,0,1000,0
2599,0,0,0
2606,0,1500,1500
2607,0,1000,1000
2612,0,0,0
2613,0,1500,1500
2622,0,1000,1000
2623,0,1000,2000
2626,0,0,0
2627,0,0,0
2628,0,1500,0
2629,0,1500,1000
2632,0,0,0
2633,0,0,0
2636,0,0,0
2637,0,0,1500
2644,0,0,0
2645,0,0,0
2648,0,0,0
2649,0,0,0
2654,0,0,0
2655,0,0,0
2656,0,0,0
2657,0,0,0
2658,0,1000,1000
2659,0,0,0
2662,0,0,0
2663,0,1500,1500
2672,0,1500,0
2673,0,1500,2000
2674,0,0,1500
2675,0,0,1500
2678,0,1500,0
2679,0,1500,2000
2680,0,2000,2000
2681,0,0,0
2682,0,1000,1000
2683,0,0,1000
2690,0,1000,0
2691,0,0,0
2696,0,0,0
2697,0,0,0
2700,0,0,0
2701,0,0,0
2706,0,1000,1000
2707,0,2000,2000
2708,0,0,0
2709,0,0,2000
2712,0,1000,1000
2713,0,2000,2000
2720,0,0,0
2721,0,0,0
2722,0,0,0
2723,0,1000,1000
2730,0,2000,0
2731,2000,2000,2000
2732,0,1000,0
2733,0,0,0
2738,0,1500,1500
2739,0,1500,1500
2748,0,1000,1000
2749,0,1000,2000
2764,0,0,0
2765,0,0,0
2766,0,0,1000
2767,0,0,0
2776,0,2000,0
2777,0,1500,1500
2782,0,1500,0
2783,0,1000,1000
2788,0,1000,1000
2789,0,2000,2000
2802,0,0,0
2803,0,0,0
2810,0,1000,0
2811,0,0,1000
2818,0,0,0
2819,0,0,0
2826,0,0,0
2827,0,0,1000
2838,0,0,0
2839,0,0,0
2856,0,0,0
2857,0,0,1000
2858,0,0,0
2859,0,0,0
2864,0,0,0
2865,0,0,0
2872,0,0,0
2873,0,0,0
2878,0,0,0
2879,0,0,0
2894,0,0,0
2895,0,0,0
2904,0,0,1000
2905,0,0,1000
2906,0,0,0
2907,0,0,0
2914,0,1000,1000
2915,0,0,0
2920,0,0,0
2921,0,0,0
2926,0,1000,1000
2927,0,0,0
2930,0,0,0
2931,0,0,0
2938,0,1000,1000
2939,0,0,1500
2944,0,0,0
2945,0,0,0
2948,0,1000,1000
2949,0,1500,1500
2952,0,1000,1000
2953,0,1000,1000
2954,0,0,0
2955,0,0,2000
2956,0,0,0
2957,0,1500,1500
2958,0,0,0
2959,0,0,0
2962,0,0,0
2963,0,0,0
2970,0,1000,1000
2971,0,0,0
2972,0,0,0
2973,0,0,1500
2974,0,0,1000
2975,0,1000,1000
2976,0,1000,1000
2977,0,1000,1000
2982,0,0,0
2983,0,0,1000
2984,0,0,0
2985,0,0,1000
2990,0,1000,2000
2991,0,1000,1000
2992,0,1500,1000
2993,0,1500,0
2996,0,0,0
2997,0,0,0
3012,0,1000,1000
3013,0,0,0
3014,0,0,0
3015,0,0,0
3018,0,0,0
3019,0,0,0
3034,0,2000,2000
3035,0,0,0
3048,0,0,0
3049,0,0,0
3062,0,0,0
3063,0,0,0
3076,0,0,0
3077,0,0,1500
3080,0,2000,0
3081,0,1500,1500
3086,0,1000,1000
3087,0,1500,1500
3094,0,1000,1000
3095,0,0,1000
3096,0,0,0
3097,0,0,0
3114,0,0,0
3115,0,0,0
3120,0,0,0
3121,0,0,0
3122,0,1500,0
3123,0,0,0
3124,0,0,0
3125,0,0,0
3126,0,0,0
3127,0,0,0
3144,0,0,0
3145,0,0,0
3148,0,0,0
3149,0,1000,1000
3160,0,0,0
3161,0,0,0
3162,0,1500,1500
3163,0,0,0
3164,0,0,0
3165,0,1000,1000
3180,0,1000,1000
3181,0,0,1000
3188,0,0,0
3189,0,0,0
3196,0,0,0
3197,0,0,1500
3198,0,1000,1000
3199,0,1000,1500
3206,0,0,0
3207,0,0,0
3220,0,0,0
3221,0,0,0
3224,0,0,0
3225,0,0,0
3226,0,1000,1000
3227,0,0,0
3228,0,1000,0
3229,0,0,0
3232,0,1000,1000
3233,0,0,2000
3238,0,1000,1000
3239,0,0,1500
3240,0,0,0
3241,0,1000,1000
3244,0,0,0
3245,0,0,0
3246,0,0,0
3247,0,0,0
3250,0,0,0
3251,0,0,2000
3254,0,1000,1000
3255,0,0,0
3256,0,0,0
3257,0,1500,1500
3260,0,0,0
3261,0,0,0
3264,0,0,0
3265,0,0,0
3270,0,0,0
3271,0,0,1500
3274,0,0,0
3275,0,0,0
3284,0,1000,1000
3285,0,0,1000
3286,0,0,1000
3287,0,0,0
3292,0,1000,1000
3293,0,1500,1500
3298,0,0,0
3299,0,0,0
3300,0,0,1500
3301,0,0,1000
3302,0,0,0
3303,0,0,0
3304,0,1000,1000
3305,0,1000,1000
3312,0,1000,1000
3313,0,0,0
3316,0,0,1000
3317,0,0,1000
3318,0,1000,1000
3319,0,1000,1000
3322,0,1000,1000
3323,0,1500,1500
3326,0,0,0
3327,0,0,0
3328,0,1000,1500
3329,0,1000,1000
3340,0,1000,1000
3341,0,0,0
3344,0,0,0
3345,0,0,0
3348,0,1000,1000
3349,0,0,0
3352,1000,1500,1000
3353,0,1500,1500
3358,0,0,0
3359,0,0,0
3362,0,0,1000
3363,0,1000,1000
3364,0,1000,0
3365,0,1000,1500
3372,0,1000,1000
3373,0,1000,1000
3376,0,1000,1500
3377,0,0,1000
3378,0,0,0
3379,0,1500,1500
3380,0,0,0
3381,0,2000,0
3382,0,1500,0
3383,0,1500,1500
3384,0,1000,1000
3385,0,1000,1000
3388,0,1000,1000
3389,0,1000,1000
3390,0,0,0
3391,0,1000,1000
3394,0,0,1000
3395,0,1000,1000
3402,0,1500,0
3403,0,0,1000
3404,0,1500,2000
3405,0,0,0
3406,0,0,0
3407,0,1000,1000
3412,0,0,0
3413,0,1500,1500
3418,0,0,0
3419,0,0,0
3420,0,0,0
3421,0,0,0
3426,0,1000,1000
3427,0,1000,1000
3430,0,1000,0
3431,0,0,0
3436,0,0,1000
3437,0,1500,1500
3448,0,1500,1500
3449,0,1500,1500
3450,0,1500,1500
3451,0,1500,1500
3456,0,0,0
3457,0,1000,0
3458,0,1500,1500
3459,0,1000,1000
3460,0,0,1500
3461,0,0,1500
3462,0,1000,0
3463,0,0,1500
3488,1500,1500,1500
3489,0,1500,1500
3490,0,1000,1000
3491,0,1500,1500
3500,0,0,0
3501,0,1500,1500
3510,0,0,0
3511,0,0,0
3516,0,1500,1500
3517,0,1500,1500
3518,0,0,0
3519,0,1000,1000
3520,0,2000,1500
3521,0,1000,1000
3530,0,0,0
3531,0,0,0
3532,0,0,0
3533,0,1500,1500
3534,0,1000,0
3535,0,1500,1500
3538,0,1500,1500
3539,0,1500,1500
3540,0,0,0
3541,0,0,0
3546,0,0,0
3547,0,1500,0
3556,0,1500,1500
3557,0,0,1500
3568,0,0,0
3569,0,1500,0
3576,0,1000,1000
3577,1500,1500,1500
3578,0,0,1500
3579,0,1500,0
3580,0,0,0
3581,0,0,0
3588,0,0,0
3589,0,0,1000
3590,0,0,0
3591,0,0,0
3596,0,2000,0
3597,0,0,1500
3598,0,1500,0
3599,0,0,1000
3602,0,0,0
3603,0,1000,1000
3604,0,0,0
3605,0,0,0
3614,0,0,1000
3615,0,1500,1500
3624,0,1000,1000
3625,0,1500,1500
3628,0,1500,1000
3629,0,0,1500
3632,0,0,0
3633,0,1000,1500
3640,0,1000,0
3641,0,0,1500
3642,0,1000,0
3643,0,1000,1000
3644,0,0,0
3645,0,0,0
3652,0,0,0
3653,0,0,0
3656,1000,1000,1000
3657,0,1500,1500
3658,0,0,0
3659,0,0,0
3666,0,0,0
3667,0,1000,0
3668,0,0,0
3669,0,1500,1000
3682,0,0,0
3683,0,0,0
3686,0,0,0
3687,0,0,0
3692,0,0,0
3693,0,0,0
3696,0,0,1500
3697,1500,1500,1500
3700,0,0,0
3701,0,0,0
3702,0,0,0
3703,0,1500,1500
3704,0,1500,1500
3705,0,1500,1500
3706,0,0,0
3707,0,1500,1500
3708,0,0,0
3709,0,1500,1500
3710,0,0,0
3711,0,1500,1500
3712,0,0,0
3713,0,0,0
3726,0,1000,1000
3727,0,1500,1500
3738,0,1000,1000
3739,0,0,1500
3750,0,1000,0
3751,0,1500,1500
3754,0,1500,1500
3755,0,0,0
3766,0,0,0
3767,0,1000,1000
3772,0,0,0
3773,0,0,0
3774,0,0,0
3775,0,0,0
3776,0,0,0
3777,0,1500,1500
3778,0,1000,1000
3779,0,1500,1500
3786,0,0,0
3787,0,1500,1500
3808,0,1500,1500
3809,0,1500,1000
3816,0,1000,1500
3817,0,1500,1000
3818,0,1500,1000
3819,0,0,0
3822,0,0,0
3823,0,1500,1500
3824,0,0,0
3825,0,1000,1000
3826,0,1000,1000
3827,0,1000,1000
3832,0,0,0
3833,0,0,1500
3846,0,2000,1500
3847,0,0,0
3850,0,2000,2000
3851,0,2000,2000
3852,0,1500,1500
3853,0,1500,1500
3860,0,0,0
3861,0,2000,1000
3862,0,2000,0
3863,0,1500,1500
3872,0,1500,1500
3873,0,2000,2000
3874,0,1500,2000
3875,0,1500,2000
3876,0,1500,1500
3877,0,1500,1500
3882,0,0,0
3883,0,0,0
3892,0,0,0
3893,0,1000,0
3896,0,0,1000
3897,0,1000,2000
3902,0,2000,0
3903,0,0,1500
3914,0,0,0
3915,0,0,0
3918,0,0,0
3919,0,0,0
3922,0,2000,2000
3923,0,1000,1000
3946,0,0,0
3947,0,0,0
3954,0,1000,1500
3955,0,0,2000
3958,0,1000,1000
3959,0,1000,0
3962,0,1000,1000
3963,0,0,0
3964,0,0,0
3965,0,0,0
3968,0,0,0
3969,0,0,1500
3980,0,0,0
3981,0,1500,2000
3986,0,1000,1000
3987,0,1500,1500
3988,0,1000,1500
3989,0,0,1500
3990,0,1000,1500
3991,0,1000,1500
3998,0,1500,1000
3999,0,0,0
4014,0,0,0
4015,0,0,1500
4022,0,1000,1000
4023,0,1500,0
4030,0,0,0
4031,0,0,1500
4032,0,0,0
4033,0,0,0
4040,0,1000,1000
4041,0,1500,1500
4052,0,0,0
4053,0,0,0
4068,0,1500,1500
4069,0,1000,1000
4070,0,2000,2000
4071,0,1000,1500
4072,0,1500,1500
4073,0,1500,1500
4074,0,1000,0
4075,0,0,1500
4084,0,0,0
4085,0,2000,2000
4092,0,0,0
4093,0,0,1000
4106,0,0,1000
4107,0,1500,1500
4116,0,1000,2000
4117,0,1500,1500
4122,0,1500,1000
4123,0,1500,2000
4132,0,1500,0
4133,0,1500,2000
4136,0,0,0
4137,0,0,0
4140,0,1000,0
4141,0,1500,2000
4142,0,0,0
4143,0,0,0
4160,0,0,0
4161,0,1500,1500
4164,0,0,0
4165,0,2000,1500
4176,0,2000,0
4177,0,1000,1000
4182,0,0,0
4183,0,1500,1500
4186,0,1000,0
4187,0,0,0
4188,0,0,0
4189,0,1500,1000
4190,0,0,1000
4191,0,1500,1500
4194,0,1000,1000
4195,0,0,0
4198,0,1000,1000
4199,0,2000,1500
4202,0,0,0
4203,0,0,0
4230,0,0,0
4231,0,0,0
4238,0,0,0
4239,0,1500,1500
4242,0,2000,0
4243,0,1500,1500
4244,0,1500,1000
4245,0,1500,1500
4246,0,0,0
4247,0,0,0
4248,0,0,0
4249,0,1500,1500
4250,0,0,0
4251,0,0,0
4254,0,1000,1500
4255,0,1000,2000
4258,0,1500,1500
4259,0,0,2000
4264,0,0,0
4265,0,0,0
4268,0,0,0
4269,0,1500,1500
4274,0,0,0
4275,0,0,0
4282,0,0,1000
4283,0,1500,1500
4298,0,1000,1000
4299,0,0,1000
4306,0,0,0
4307,0,0,0
4308,0,0,0
4309,0,2000,1500
4320,0,0,0
4321,0,1500,1500
4322,0,1500,1000
4323,0,1500,1500
4324,0,0,0
4325,0,0,1000
4336,0,1000,1000
4337,0,1500,1500
4344,0,0,0
4345,0,0,0
4350,0,1000,1000
4351,0,1500,1500
4354,0,1500,0
4355,0,1000,1000
4356,0,1000,0
4357,0,1000,1000
4364,0,1000,1000
4365,0,1000,1000
4380,0,1000,1500
4381,0,1500,1500
4386,0,0,0
4387,0,0,0
4390,0,0,0
4391,0,1500,1500
4396,0,0,0
4397,0,0,2000
4398,0,0,0
4399,0,0,0
4400,0,1000,1000
4401,0,1500,1500
4402,0,0,1500
4403,0,1000,1000
4408,0,0,0
4409,0,1500,1500
4410,0,1000,1000
4411,0,1000,1500
4416,0,0,0
4417,0,1500,1500
4418,0,0,1000
4419,0,0,0
4422,0,1000,1500
4423,0,1000,2000
4426,0,0,0
4427,0,0,0
4434,0,1500,1500
4435,0,1500,1500
4452,0,1500,2000
4453,0,1500,1500
4454,0,0,0
4455,0,1500,1500
4460,0,0,0
4461,0,0,0
4464,0,1000,1000
4465,0,0,0
