651,202
654,25
655,90
658,22
659,17
662,10
663,7
664,110
665,116
668,95
669,35
674,35
675,10
678,90
679,29
680,64
681,57
682,75
683,139
684,68
685,89
686,73
687,138
690,3
691,19
692,46
693,14
694,157
695,129
696,122
697,187
706,93
707,125
708,52
709,10
710,19
711,24
712,190
713,236
714,2
715,16
718,92
719,92
729,6
730,21
731,11
732,46
733,3
734,1
735,19
736,99
737,9
738,18
739,12
740,197
741,96
742,24
743,28
744,71
745,130
746,38
747,46
748,49
749,25
750,99
751,49
754,69
755,103
756,135
757,190
758,4
759,10
762,6
763,8
766,13
767,56
770,13
771,7
772,9
773,1
774,9
775,5
776,1
786,125
787,80
788,46
789,11
790,37
791,141
796,10
797,165
798,143
799,128
800,83
801,62
802,109
803,58
804,78
805,60
808,7
809,7
810,68
811,70
816,5
817,30
820,63
821,32
822,138
823,72
824,130
826,199
827,186
830,82
831,68
832,42
833,77
834,168
835,249
840,1
841,19
842,84
843,197
844,3
845,10
846,133
847,112
848,154
849,210
850,117
851,190
852,67
853,53
854,140
855,195
858,5
859,1
860,54
861,8
864,60
865,37
868,16
869,25
878,20
879,27
882,49
883,112
890,4
891,1
894,3
895,2
896,15
897,15
898,17
899,26
900,49
901,63
902,33
903,38
908,61
909,68
914,102
915,168
916,72
917,66
922,45
923,41
924,60
925,66
928,22
929,70
932,32
933,96
934,80
935,114
936,13
937,25
938,13
939,6
940,87
941,82
942,34
943,128
944,24
945,124
946,7
948,84
949,178
950,18
951,175
952,18
953,19
954,28
955,142
956,22
957,8
958,42
959,53
960,22
961,18
966,65
967,181
970,44
971,45
974,141
975,198
978,64
979,24
980,66
981,58
982,17
983,22
984,83
985,59
988,117
989,67
990,73
991,52
992,44
993,57
994,31
995,61
996,57
997,84
998,44
999,38
1000,56
1001,55
1002,107
1003,93
1006,16
1007,22
1008,6
1009,22
1010,26
1011,43
1012,65
1013,99
1016,77
1017,40
1020,17
1021,34
1022,16
1023,55
1024,117
1025,117
1026,180
1027,116
1030,168
1036,9
1037,38
1038,43
1039,144
1041,1
1044,5
1045,17
1046,1
1047,19
1048,5
1049,24
1050,49
1051,30
1052,9
1053,3
1054,5
1055,5
1058,26
1059,89
1060,11
1061,60
1062,1
1063,4
1064,2
1066,57
1067,53
1068,103
1069,79
1070,26
1071,19
1074,29
1075,6
1078,4
1079,27
1080,57
1081,91
1082,2
1083,25
1084,71
1085,95
1088,16
1089,6
1092,107
1093,169
1096,9
1098,5
1099,22
1102,14
1103,10
1108,1
1109,13
1110,52
1111,52
1118,11
1119,16
1120,38
1121,124
1124,38
1125,23
1128,29
1129,50
1130,13
1131,87
1132,44
1133,33
1134,32
1135,114
1136,2
1137,5
1138,22
1139,62
1140,59
1141,103
1142,57
1143,148
1144,125
1145,127
1150,95
1151,19
1152,118
1153,222
1154,15
1156,92
1157,202
1166,238
1167,247
1168,42
1169,11
1170,3
1172,132
1173,18
1174,8
1175,11
1177,1
1182,104
1183,235
1184,132
1185,127
1186,5
1187,96
1192,82
1193,68
1196,87
1197,72
1198,101
1199,214
1200,28
1201,37
1202,68
1203,41
1204,199
1205,192
1206,94
1207,136
1208,146
1209,187
1211,5
1212,32
1213,87
1214,99
1215,71
1216,114
1217,150
1218,13
1219,51
1220,32
1221,36
1222,2
1223,12
1224,39
1225,29
1226,128
1227,65
1228,1
1229,2
1233,14
1236,47
1237,46
1240,72
1241,91
1242,51
1243,42
1246,64
1247,13
1248,169
1249,82
1252,55
1253,17
1254,29
1255,8
1256,103
1257,144
1258,62
1259,81
1260,86
1261,154
1264,44
1265,84
1266,40
1267,131
1268,52
1269,64
1271,4
1272,18
1273,26
1278,80
1279,50
1282,56
1283,26
1284,38
1285,19
1286,22
1287,9
1288,56
1289,80
1290,106
1291,97
1294,21
1295,15
1296,6
1297,8
1300,13
1301,18
1303,5
1304,29
1305,17
1306,2
1307,13
1308,24
1309,26
1312,40
1313,2
1318,138
1319,184
1320,68
1321,42
1324,35
1325,6
1326,30
1327,12
1328,120
1329,112
1330,13
1331,1
1332,8
1333,2
1334,150
1335,110
1338,189
1339,182
1342,8
1343,12
1348,10
1349,1
1350,123
1351,113
1352,70
1353,64
1354,106
1355,100
1358,54
1359,20
1360,14
1361,16
1365,15
1366,5
1367,48
1372,61
1373,18
1378,100
1379,69
1382,93
1383,94
1384,26
1385,16
1386,59
1387,49
1392,11
1393,16
1397,19
1406,43
1407,11
1409,4
1410,7
1411,6
1414,11
1415,21
1416,38
1417,59
1426,69
1427,22
1430,157
1431,104
1434,84
1435,103
1438,80
1439,146
1440,79
1441,52
1448,92
1449,46
1452,39
1453,34
1454,19
1455,5
1460,123
1461,40
1464,41
1465,2
1470,114
1471,11
1474,5
1476,19
1477,14
1478,16
1479,19
1480,106
1481,119
1486,71
1487,77
1488,99
1489,127
1494,66
1495,64
1498,37
1499,20
1500,88
1501,52
1502,117
1503,92
1504,141
1505,71
1506,54
1507,16
1512,11
1513,50
1514,98
1515,213
1518,21
1519,34
1520,125
1521,70
1522,47
1523,79
1524,18
1525,47
1528,40
1529,76
1530,33
1531,51
1532,61
1533,102
1534,94
1535,47
1536,4
1537,48
1538,51
1539,11
1540,21
1541,26
1542,7
1543,73
1548,86
1549,102
1550,143
1551,102
1552,190
1553,170
1554,93
1555,141
1556,62
1557,23
1562,40
1563,42
1564,45
1565,149
1568,41
1569,86
1570,8
1571,24
1576,99
1577,113
1580,63
1581,35
1582,7
1583,1
1584,29
1585,79
1590,22
1591,146
1592,30
1593,44
1594,10
1595,53
1598,17
1599,41
1602,35
1603,62
1604,20
1605,33
1610,31
1611,20
1612,104
1613,184
1614,20
1615,25
1620,80
1621,55
1622,58
1623,50
1626,29
1627,18
1628,17
1629,58
1630,1
1631,10
1632,30
1633,29
1634,69
1635,141
1640,48
1641,10
1642,4
1643,14
1648,3
1649,19
1650,18
1651,77
1652,10
1653,33
1654,95
1655,130
1656,9
1657,28
1660,35
1661,99
1663,79
1664,51
1665,49
1666,120
1667,170
1670,1
1671,29
1672,6
1673,65
1674,43
1675,62
1676,7
1677,13
1678,29
1679,13
1680,4
1682,5
1683,6
1686,31
1687,11
1688,2
1689,4
1694,138
1695,162
1696,36
1697,80
1698,88
1699,97
1712,80
1713,69
1714,1
1716,5
1717,3
1720,93
1721,22
1722,10
1723,8
1724,44
1725,49
1730,83
1731,85
1732,49
1733,100
1734,32
1735,82
1742,48
1743,85
1744,21
1745,43
1746,110
1747,132
1748,128
1749,108
1750,68
1751,90
1752,55
1753,121
1754,73
1755,110
1756,4
1757,16
1758,78
1759,85
1760,84
1761,37
1770,64
1771,4
1780,45
1781,106
1782,16
1783,38
1788,2
1790,57
1791,12
1792,11
1793,48
1794,13
1795,1
1798,39
1799,8
1800,4
1801,2
1802,40
1803,7
1804,34
1805,7
1806,45
1807,35
1812,1
1813,2
1822,35
1823,22
1824,99
1825,84
1828,75
1829,71
1832,83
1833,112
1834,50
1835,13
1836,5
1837,1
1840,54
1841,25
1842,81
1843,26
1844,98
1845,27
1848,33
1849,19
1850,1
1851,1
1856,19
1857,11
1862,55
1863,18
1866,7
1867,57
1868,145
1869,131
1870,10
1871,56
1874,4
1876,116
1877,132
1878,107
1879,52
1880,89
1881,31
1884,20
1885,17
1886,38
1887,25
1888,68
1889,116
1890,57
1891,47
1892,5
1893,18
1900,46
1901,22
1902,10
1903,6
1904,29
1905,18
1906,5
1907,22
1910,11
1911,88
1914,42
1915,74
1918,11
1919,29
1924,12
1925,65
1926,57
1927,104
1928,30
1929,33
1932,74
1933,70
1938,45
1939,35
1942,35
1943,49
1944,3
1946,102
1947,113
1948,33
1949,98
1950,65
1951,39
1954,50
1955,47
1956,116
1957,133
1964,19
1965,40
1966,37
1967,78
1968,48
1969,113
1970,162
1971,158
1972,82
1973,138
1974,10
1975,15
1980,11
1981,8
1982,71
1983,30
1984,50
1985,72
1986,3
1987,2
1990,96
1991,129
1994,82
1995,139
1996,44
1997,47
1998,117
1999,64
2002,55
2003,51
2004,25
2005,106
2006,12
2007,25
2014,114
2015,91
2018,33
2019,31
2024,7
2025,34
2026,42
2027,140
2030,134
2031,72
2032,169
2033,173
2034,39
2035,15
2036,161
2037,65
2038,90
2039,10
2044,1
2045,6
2048,27
2049,9
2052,5
2053,6
2056,27
2057,42
2060,91
2061,106
2062,80
2063,113
2064,156
2065,155
2066,197
2067,208
2068,43
2069,25
2070,58
2071,52
2072,132
2073,177
2076,56
2077,12
2078,25
2079,91
2088,100
2089,112
2090,26
2091,9
2092,7
2093,12
2094,10
2095,10
2096,8
2100,1
2101,3
2102,114
2103,41
2110,148
2111,2
2112,7
2113,6
2122,13
2123,30
2124,2
2125,5
2126,52
2127,40
2128,41
2129,34
2130,39
2131,59
2132,21
2133,23
2134,138
2135,109
2138,5
2139,8
2142,69
2143,43
2144,89
2145,30
2148,66
2149,139
2156,16
2157,54
2162,66
2163,10
2164,3
2165,11
2168,132
2169,69
2170,3
2171,11
2178,41
2179,14
2180,58
2181,4
2184,6
2185,21
2190,1
2192,31
2193,55
2196,13
2197,81
2198,3
2199,12
2206,6
2207,39
2208,52
2209,47
2214,119
2215,106
2218,64
2219,70
2222,4
2224,4
2225,23
2228,46
2229,34
2230,25
2231,46
2232,74
2233,117
2234,43
2235,90
2236,10
2237,28
2244,202
2245,170
2246,4
2247,33
2248,26
2249,26
2250,12
2251,12
2252,11
2253,44
2256,84
2257,109
2264,12
2265,5
2266,72
2267,42
2268,6
2269,17
2270,74
2271,119
2272,12
2273,7
2274,1
2275,1
2278,53
2279,38
2280,31
2281,86
2284,16
2285,26
2292,21
2293,27
2294,29
2295,29
2296,30
2297,67
2298,38
2299,41
2302,5
2303,12
2304,30
2305,23
2306,12
2307,6
2308,74
2309,11
2310,16
2311,3
2314,101
2315,126
2316,12
2317,1
2318,44
2319,63
2320,12
2321,20
2322,28
2323,18
2332,22
2333,39
2334,57
2335,32
2340,31
2341,44
2348,134
2349,176
2350,34
2351,15
2354,20
2355,30
2356,39
2357,73
2358,46
2359,50
2362,8
2363,52
2364,62
2365,138
2366,169
2367,35
2368,11
2369,22
2370,53
2371,63
2372,136
2373,180
2374,104
2375,124
2380,9
2381,19
2382,2
2383,21
2384,166
2385,164
2388,15
2389,6
2390,43
2391,59
2392,28
2393,23
2396,8
2397,2
2400,17
2401,30
2402,60
2403,142
2408,7
2409,34
2410,84
2416,21
2417,22
2418,7
2422,122
2423,119
2424,40
2425,13
2428,18
2429,30
2430,93
2431,34
2432,124
2433,43
2434,20
2435,62
2438,43
2439,19
2440,76
2441,50
2442,84
2443,69
2444,39
2445,54
2448,3
2449,29
2452,54
2453,122
2454,31
2455,31
2456,42
2457,59
2458,35
2459,31
2460,74
2461,99
2462,116
2463,116
2464,23
2465,88
2466,16
2467,66
2468,20
2469,66
2472,1
2473,5
2474,61
2475,3
2476,14
2478,62
2479,71
2480,17
2481,29
2482,44
2483,33
2484,82
2485,91
2486,114
2487,84
2490,13
2491,4
2492,4
2493,18
2494,28
2495,32
2498,107
2499,77
2500,59
2501,149
2504,15
2505,13
2508,230
2509,175
2510,1
2511,19
2516,103
2517,50
2518,40
2519,8
2520,86
2521,134
2522,38
2523,94
2524,39
2525,23
2530,106
2531,72
2532,20
2533,18
2538,25
2539,8
2540,8
2541,4
2542,25
2543,30
2550,29
2551,137
2552,128
2553,77
2556,101
2557,39
2558,96
2559,4
2562,51
2563,52
2570,23
2571,93
2572,25
2573,21
2576,2
2577,6
2578,66
2579,59
2580,17
2581,1
2582,36
2583,20
2584,1
2586,185
2587,158
2594,42
2595,15
2598,22
2599,9
2604,26
2605,7
2606,19
2607,27
2612,14
2613,123
2614,74
2615,7
2616,4
2617,5
2622,156
2623,132
2626,72
2627,55
2628,77
2629,77
2630,120
2631,88
2632,19
2633,21
2636,94
2637,111
2638,84
2639,38
2644,151
2645,127
2648,140
2649,97
2654,11
2655,38
2656,3
2657,13
2658,36
2659,36
2660,7
2661,53
2662,70
2663,89
2664,13
2665,66
2666,45
2667,37
2668,144
2669,120
2672,53
2673,10
2674,64
2675,7
2676,92
2677,68
2678,36
2679,25
2680,30
2681,18
2682,94
2683,114
2688,34
2689,23
2690,51
2691,21
2692,76
2693,108
2694,21
2695,32
2696,23
2697,10
2700,13
2701,18
2704,41
2705,62
2706,56
2707,56
2708,98
2709,70
2710,50
2711,16
2712,42
2713,38
2718,14
2720,224
2721,55
2722,85
2723,49
2728,70
2729,82
2730,13
2731,22
2732,20
2733,23
2734,17
2735,24
2738,64
2739,52
2740,22
2741,20
2742,50
2743,49
2746,16
2747,13
2748,34
2749,21
2756,34
2758,45
2759,3
2760,17
2764,10
2765,1
2766,57
2767,2
2774,37
2775,5
2776,2
2777,2
2780,39
2782,61
2783,1
2788,19
2789,1
2790,35
2802,1
2806,10
2807,1
2810,117
2812,37
2813,3
2814,6
2815,2
2816,42
2817,2
2818,48
2819,7
2824,254
2826,79
2827,2
2828,33
2832,68
2834,45
2835,1
2836,81
2838,19
2846,126
2854,59
2855,3
2856,85
2858,19
2859,1
2860,43
2862,5
2863,1
2864,122
2866,61
2867,3
2868,145
2869,3
2870,62
2871,1
2872,44
2874,47
2875,76
2876,17
2878,17
2879,8
2880,49
2881,1
2882,101
2883,6
2884,27
2888,32
2889,3
2894,67
2895,11
2896,18
2897,1
2898,31
2902,51
2904,40
2905,2
2906,138
2907,1
2908,26
2909,1
2910,51
2911,2
2912,33
2913,9
2914,110
2916,54
2917,1
2920,33
2922,67
2924,7
2925,1
2926,17
2928,22
2930,85
2931,14
2932,66
2933,7
2934,72
2935,3
2938,119
2939,2
2944,58
2946,85
2947,70
2948,70
2952,4
2954,8
2956,10
2957,1
2958,154
2959,3
2960,161
2961,2
2962,90
2963,1
2968,9
2969,2
2970,64
2972,19
2973,1
2974,41
2976,131
2977,9
2978,155
2980,106
2982,22
2983,1
2984,54
2990,223
2991,1
2992,223
2994,31
2995,6
2996,213
2997,1
2998,143
2999,7
3002,78
3003,2
3004,87
3012,29
3013,1
3014,91
3015,8
3016,61
3017,3
3018,62
3019,1
3020,8
3024,7
3025,7
3026,16
3027,15
3028,103
3032,80
3033,1
3034,26
3035,3
3038,12
3040,141
3042,156
3043,2
3046,130
3047,3
3048,15
3049,1
3056,94
3057,12
3062,11
3063,19
3070,37
3071,1
3076,6
3078,63
3079,8
3080,2
3084,12
3085,1
3086,30
3087,6
3090,77
3091,3
3092,47
3093,2
3094,36
3096,29
3097,2
3100,29
3101,2
3104,155
3105,10
3110,4
3111,1
3112,51
3113,2
3114,5
3115,3
3116,17
3117,2
3118,17
3119,6
3120,37
3121,9
3122,4
3123,1
3124,103
3125,2
3126,33
3130,56
3132,32
3133,2
3144,64
3145,2
3146,49
3147,33
3148,213
3149,15
3150,229
3151,9
3152,154
3156,163
3157,3
3158,2
3159,1
3160,21
3161,1
3162,99
3163,17
3164,46
3165,1
3166,96
3167,1
3168,152
3169,1
3170,46
3178,62
3179,1
3180,71
3181,3
3182,108
3183,4
3186,84
3188,17
3189,4
3190,75
3191,2
3194,43
3195,3
3196,97
3198,37
3199,22
3200,4
3204,118
3205,4
3206,59
3210,77
3211,2
3212,26
3214,10
3216,143
3217,1
3218,6
3220,97
3221,1
3222,11
3226,52
3227,1
3228,19
3230,90
3232,115
3233,3
3236,3
3238,117
3240,65
3241,5
3244,105
3245,7
3246,34
3248,43
3249,1
3250,170
3251,4
3252,88
3253,4
3254,138
3256,85
3258,55
3259,1
3260,83
3261,1
3264,59
3266,83
3267,2
3270,20
3272,68
3273,22
3274,63
3275,5
3276,63
3277,5
3284,78
3285,1
3286,17
3287,1
3288,132
3289,120
3290,12
3292,148
3293,2
3294,33
3295,5
3296,6
3298,148
3299,7
3300,53
3301,3
3302,91
3303,32
3304,142
3308,3
3310,29
3312,45
3313,2
3316,11
3318,34
3322,157
3323,5
3324,141
3325,1
3326,33
3327,1
3328,67
3329,2
3330,14
3331,1
3332,118
3333,5
3340,116
3341,24
3344,37
3345,6
3346,23
3347,1
3348,65
3349,1
3350,127
3352,181
3353,2
3358,57
3359,2
3362,49
3363,2
3364,154
3365,3
3372,123
3373,13
3374,11
3376,90
3377,5
3378,16
3380,80
3382,93
3383,2
3384,123
3385,4
3386,67
3387,6
3388,74
3390,132
3391,7
3392,158
3393,4
3394,31
3396,200
3397,4
3400,77
3402,49
3403,1
3404,249
3405,245
3406,122
3407,4
3408,111
3409,14
3410,119
3411,3
3412,35
3416,74
3417,7
3418,38
3420,75
3421,64
3424,146
3425,18
3426,53
3430,38
3436,144
3437,3
3440,105
3441,13
3442,63
3443,3
3444,183
3445,12
3446,61
3447,27
3448,138
3450,127
3456,180
3457,19
3458,32
3460,25
3461,1
3462,29
3464,29
3468,54
3470,20
3472,4
3473,3
3474,25
3482,113
3486,21
3488,56
3489,1
3490,41
3491,2
3492,71
3493,35
3496,51
3497,6
3500,100
3501,5
3506,52
3507,16
3510,16
3512,22
3516,46
3517,1
3518,61
3519,3
3520,34
3521,1
3522,43
3524,67
3525,8
3530,60
3531,1
3532,47
3533,14
3534,51
3535,6
3538,175
3539,1
3540,25
3542,29
3543,1
3546,78
3547,3
3556,78
3557,1
3560,85
3561,1
3564,78
3566,81
3568,70
3569,12
3572,90
3573,2
3576,118
3578,163
3579,12
3580,74
3581,1
3582,177
3583,2
3584,110
3585,1
3588,14
3590,12
3594,7
3600,57
3601,3
3602,21
3603,3
3604,206
3605,5
3608,9
3614,127
3615,4
3620,24
3624,26
3626,140
3627,10
3628,20
3629,4
3632,88
3633,1
3636,34
3638,61
3640,48
3642,35
3644,34
3646,63
3647,1
3648,59
3649,4
3650,12
3651,3
3652,22
3656,32
3658,119
3660,59
3664,46
3665,1
3666,19
3668,33
3669,1
3670,64
3674,75
3682,227
3683,15
3684,123
3685,1
3686,8
3690,130
3691,1
3692,126
3693,2
3694,97
3695,2
3696,45
3697,5
3698,76
3699,5
3700,43
3701,1
3702,22
3704,48
3705,1
3706,48
3707,2
3708,132
3709,2
3710,51
3711,1
3712,63
3714,16
3715,4
3716,8
3718,30
3719,1
3724,30
3726,59
3727,1
3728,16
3729,6
3732,93
3733,2
3738,45
3742,21
3744,29
3745,1
3750,10
3754,176
3755,8
3756,81
3760,36
3762,8
3764,136
3765,2
3766,63
3768,67
3772,103
3773,19
3774,223
3775,100
3776,55
3777,13
3778,3
3779,1
3780,6
3782,33
3783,2
3784,8
3785,2
3786,94
3787,5
3790,8
3796,31
3797,4
3800,15
3802,44
3803,1
3804,24
3808,59
3809,1
3812,4
3813,2
3816,77
3817,4
3818,180
3819,1
3822,78
3823,2
3824,16
3825,1
3826,152
3827,1
3828,93
3829,3
3830,218
3831,3
3832,74
3834,16
3835,1
3838,47
3839,5
3844,53
3846,23
3850,140
3851,6
3852,50
3858,11
3859,1
3860,56
3862,48
3863,2
3870,161
3871,2
3872,25
3874,57
3875,1
3876,91
3878,75
3882,11
3892,8
3896,120
3897,7
3902,1
3904,75
3905,10
3910,107
3911,12
3912,51
3913,106
3914,36
3916,5
3917,1
3918,11
3920,94
3921,4
3922,5
3930,52
3944,67
3945,1
3946,4
3948,30
3949,1
3950,57
3951,3
3954,28
3958,129
3959,7
3960,45
3961,2
3962,85
3964,76
3965,45
3968,8
3969,1
3972,133
3973,7
3978,23
3979,37
3980,80
3981,5
3982,135
3983,182
3984,33
3985,1
3986,24
3988,14
3990,39
3992,43
3998,7
3999,4
4002,97
4003,6
4004,79
4005,4
4008,17
4009,2
4014,5
4020,41
4021,1
4022,96
4023,7
4024,121
4025,3
4028,24
4030,20
4031,4
4032,66
4034,49
4036,39
4037,6
4040,16
4041,1
4042,88
4043,2
4046,68
4047,2
4050,44
4051,6
4052,4
4068,20
4069,2
4070,1
4071,1
4072,16
4074,118
4075,2
4078,39
4079,1
4082,53
4083,5
4084,47
4090,53
4091,2
4093,2
4106,97
4107,3
4112,38
4113,3
4116,58
4117,8
4122,23
4123,5
4126,4
4132,54
4133,1
4136,61
4140,126
4141,1
4142,76
4143,5
4144,88
4145,1
4154,58
4155,87
4160,39
4162,78
4163,6
4164,179
4165,2
4166,66
4172,9
4173,1
4176,2
4178,33
4182,122
4183,1
4186,114
4188,24
4190,140
4192,37
4194,61
4196,66
4198,124
4202,59
4210,77
4211,2
4214,82
4215,13
4216,39
4230,181
4232,76
4233,5
4236,70
4237,5
4238,64
4242,112
4244,100
4245,8
4246,89
4247,6
4248,30
4249,1
4250,75
4251,2
4254,41
4255,1
4256,1
4258,42
4262,49
4264,53
4265,135
4266,29
4267,1
4268,98
4274,14
4282,65
4286,48
4290,7
4292,33
4294,71
4298,65
4299,1
4306,93
4308,75
4314,174
4315,11
4320,68
4322,128
4323,1
4324,4
4326,22
4332,12
4333,1
4336,22
4344,98
4345,1
4348,101
4350,7
4351,1
4354,47
4356,11
4362,42
4363,2
4364,184
4365,1
4366,59
4367,7
4370,54
4371,150
4372,84
4373,9
4374,30
4375,3
4376,23
4377,4
4380,156
4382,65
4386,50
4387,1
4388,57
4390,4
4394,42
4396,25
4397,1
4398,43
4400,31
4401,1
4402,15
4404,32
4405,12
4410,124
4411,2
4416,86
4418,102
4419,97
4420,62
4421,2
4422,131
4423,6
4424,46
4425,1
4426,164
4427,144
4428,56
4429,3
4432,95
4434,97
4436,76
4437,2
4442,85
4448,41
4449,1
4452,93
4453,1
4454,158
4455,8
4456,118
4457,2
4458,201
4459,5
4460,12
4462,32
4464,116
4465,2
4472,42
4473,2
4476,161
4477,9
4478,143
4479,3
4480,133
4481,5
4482,163
4483,8
4484,72
4485,40
4488,18
4489,4
4494,132
4495,19
4496,128
4497,15
4498,45
4499,6
4500,117
4501,38
4502,39
4503,23
4504,129
4505,8
4506,24
4507,9
4510,45
4511,9
4512,14
4513,4
4514,46
4515,9
4516,109
4517,29
4524,100
4525,40
4528,45
4529,8
4530,82
4531,20
4532,39
4533,12
4536,22
4537,2
4538,97
4539,6
4540,125
4541,21
4542,67
4543,16
4544,74
4545,2
4546,190
4547,14
4548,131
4549,15
4550,33
4552,68
4556,49
4557,1
4558,48
4560,60
4564,29
4565,5
4566,73
4567,1
4568,151
4569,27
4570,147
4571,2
4572,2
4576,151
4578,12
4584,27
4586,3
4590,95
4592,29
4594,39
4596,34
4597,13
4602,76
4604,67
4606,103
4607,3
4608,1
4610,88
4611,1
4612,6
4614,44
4616,24
4618,123
4619,1
4620,3
4622,213
4623,2
4626,45
4628,33
4634,16
4635,3
4636,65
4637,2
4644,11
4647,2
4648,18
4654,39
4655,47
4656,42
4658,17
4659,1
4662,126
4663,9
4664,79
4665,64
4666,6
4667,1
4668,59
4670,106
4671,10
4674,90
4675,5
4676,99
4677,3
4678,50
4679,2
4680,46
4682,5
4688,133
4689,6
4690,69
4692,45
4693,4
4694,11
4695,9
4696,237
4697,18
4698,13
4699,2
4700,102
4701,1
4702,25
4704,77
4705,94
4708,84
4709,12
4710,52
4711,5
4712,18
4714,7
4718,8
4719,2
4724,108
4725,117
4730,211
4731,12
4732,67
4733,4
4734,31
4742,110
4743,3
4746,34
4747,1
4748,52
4750,100
4752,4
4758,15
4760,50
4764,70
4766,56
4770,92
4771,4
4774,59
4775,1
4776,24
4777,1
4778,104
4779,3
4780,109
4781,3
4784,13
4788,51
4792,41
4794,36
4796,10
4798,94
4799,1
4800,38
4802,6
4804,42
4805,3
4808,17
4809,30
4812,25
4814,19
4815,1
4818,37
4822,87
4823,1
4826,83
4828,28
4830,73
4831,13
4836,61
4837,2
4838,108
4839,3
4840,9
4844,25
4846,33
4848,143
4849,5
4850,124
4851,21
4858,45
4860,25
4861,2
4862,42
4864,118
4865,1
4866,233
4867,8
4868,80
4872,9
4876,86
4877,1
4878,70
4879,1
4880,21
4881,1
4882,143
4883,4
4888,105
4889,7
4892,213
4893,6
4894,97
4898,80
4900,139
4908,159
4909,5
4910,170
4911,1
4912,175
4913,3
4916,39
4918,30
4922,177
4923,1
4924,8
4926,42
4928,109
4934,54
4936,140
4937,1
4938,34
4939,2
4940,22
4942,45
4943,2
4944,80
4946,75
4948,39
4949,14
4954,6
4956,1
4957,1
4958,211
4959,9
4960,89
4961,7
4966,50
4967,17
4968,137
4969,6
4970,24
4971,1
4972,119
4973,16
4976,52
4977,3
4978,109
4979,2
4984,66
4985,5
4988,3
4989,1
4990,109
4991,15
4996,87
4997,2
4998,134
4999,1
5000,99
5001,11
5002,160
5003,2
5004,43
5005,3
5006,35
5008,9
5010,39
5012,27
5014,11
5016,37
5020,2
5022,49
5023,3
5024,104
5026,10
5028,21
5030,98
5031,6
5032,111
5034,95
5035,6
5038,174
5040,145
5041,9
5044,20
5045,1
5048,103
5049,14
5056,93
5064,43
5065,1
5066,163
5067,5
5068,127
5069,5
5072,29
5076,84
5077,18
5078,91
5079,1
5080,93
5081,4
5082,27
5083,1
5086,5
5087,1
5090,49
5091,3
5094,15
5096,28
5097,4
5098,58
5099,9
5100,77
