id,其他,图书馆,开水,教务处,文印中心,校医院,校车,洗衣房,淋浴,超市,食堂,zongji,engeer
155,0.0,101.74999999999993,3657.5499999999934,0.0,16.3,0.0,953.6600000000007,15.479999999999999,171.08000000000007,274.9,726.4000000000002,5917.119999999994,0.1227624249634959
158,0.0,286.79999999999995,1081.0699999999988,0.0,0.0,0.0,131.5,86.0,96.56000000000002,620.3999999999997,844.5999999999992,3146.9299999999976,0.2683885564661432
159,0.0,39.05,2723.4500000000025,0.0,13.85,0.0,1777.450000000001,43.08000000000004,360.1799999999996,136.0,437.70000000000005,5530.760000000003,0.07913921414055208
160,0.0,107.00000000000001,949.8700000000017,6.5,8.6,0.0,664.8999999999999,28.19999999999998,187.39999999999984,440.42,890.0500000000005,3282.940000000002,0.2711136968692696
161,0.0,168.67000000000002,1465.2199999999962,0.0,22.1,0.0,920.2,24.240000000000002,437.8000000000002,10.6,1008.7000000000007,4057.529999999997,0.24859951744041361
162,0.0,183.7,1300.209999999997,0.0,4.699999999999999,0.0,207.82999999999993,50.64000000000004,132.50999999999996,847.8999999999999,1704.589999999997,4432.0799999999945,0.38460271475244107
163,0.0,72.73,1294.3299999999986,0.0,15.600000000000001,0.0,1459.6,40.06000000000001,23.01,127.40000000000002,133.89999999999998,3166.6299999999987,0.0422847001386332
166,0.01,19.199999999999996,1705.979999999996,0.0,0.0,0.0,193.55999999999995,3.0,682.2000000000006,1572.4900000000018,2207.8199999999924,6384.259999999991,0.3458223819205351
167,0.0,138.80000000000004,3353.6599999999944,0.0,59.7,3.0,1286.9499999999991,0.0,300.5999999999998,716.7999999999984,602.94,6462.449999999992,0.09329898103660389
172,0.0,159.9,1425.6200000000001,18.0,5.8999999999999995,0.0,1229.0,28.0,34.20000000000001,70.2,249.03,3219.85,0.07734211221019613
173,0.0,18.000000000000004,444.20000000000005,0.0,10.8,0.0,440.5,0.0,50.5,51.199999999999996,28.6,1043.8,0.027399885035447408
178,3.9999999999999982,97.19999999999999,2623.0900000000006,0.0,364.1000000000004,5.0,2166.7999999999993,31.3,305.73,2.25,1112.1799999999998,6711.65,0.16570887933667577
179,0.0,130.01999999999998,974.5599999999993,0.0,8.1,0.0,632.0999999999999,0.0,74.61999999999998,118.4,442.55,2380.3499999999995,0.1859180372634277
182,0.24000000000000002,7.5,335.0699999999999,0.0,0.0,0.0,132.45999999999998,0.0,30.37,101.80000000000001,151.7,759.1399999999999,0.1998313881497484
183,0.0,9.6,89.19999999999999,0.0,0.3,0.0,257.5,6.9,36.4,66.7,53.41,520.01,0.10270956327762927
184,0.0,438.30000000000007,936.5999999999991,46.0,16.0,0.0,463.29,35.33999999999999,101.22999999999996,576.5999999999997,2091.01,4704.369999999999,0.44448247055397444
185,0.0,77.3,2477.4000000000037,35.0,13.5,17.0,2150.850000000004,49.860000000000014,79.07999999999998,303.40000000000003,309.84999999999985,5513.240000000007,0.05620107232770557
186,0.0,114.99999999999999,807.3799999999998,1.45,0.0,0.0,129.59999999999997,69.4800000000001,75.49999999999994,857.7999999999996,1816.9399999999916,3873.1499999999915,0.4691117049430039
187,0.0,239.58,3681.9599999999937,0.0,13.0,0.0,1352.960000000001,66.48000000000002,440.1000000000002,299.1999999999999,684.2700000000001,6777.549999999995,0.10096126181289708
190,0.0,91.6,916.7999999999997,0.0,0.1,0.0,338.8400000000001,77.7600000000001,84.39999999999996,752.6999999999997,1247.71,3509.9099999999994,0.35548204939727807
191,0.0,291.74999999999994,1181.9499999999994,4.6,0.6000000000000001,28.10000000000001,1724.4499999999994,61.20000000000002,301.3000000000001,72.69999999999999,338.3500000000001,4004.9999999999986,0.0844818976279651
192,0.0,11.129999999999999,2799.679999999986,0.0,0.0,0.0,678.63,4.0,704.3000000000021,4.4,192.59999999999997,4394.739999999989,0.043825118209496
193,0.0,34.8,2268.849999999989,0.0,0.3,0.0,929.0000000000009,36.00000000000001,119.59999999999995,33.2,606.0300000000007,4027.77999999999,0.1504625376758418
194,0.3,29.6,2071.849999999996,0.0,0.0,0.0,1434.5600000000002,0.0,22.30000000000001,138.89999999999998,542.65,4240.159999999996,0.127978661182597
195,0.0,121.59,1604.4699999999973,0.0,41.0,0.0,905.7999999999994,10.8,162.00999999999996,67.4,355.09999999999997,3268.1699999999964,0.1086540785822036
198,0.0,46.75,1372.0299999999997,28.0,53.96,276.0,605.2,0.0,73.60000000000001,9.6,360.21000000000004,2825.3499999999995,0.1274921691117915
199,0.0,73.69999999999999,810.4500000000002,0.0,0.6,316.0,526.4,0.0,83.89999999999999,4.0,192.5,2007.5500000000002,0.09588802271425369
200,0.0,38.0,541.989999999998,0.0,0.0,0.0,175.89999999999995,52.44000000000004,50.16000000000002,292.99999999999994,1195.4499999999998,2346.939999999998,0.5093653864180596
201,0.0,27.55,1511.6299999999997,0.0,0.0,0.0,887.6000000000003,31.020000000000007,103.67999999999998,330.2,936.2700000000002,3827.95,0.2445878342193603
202,0.0,37.85,2060.479999999983,18.0,18.0,24.0,1406.7299999999989,23.0,640.5000000000011,1.0,546.35,4775.9099999999835,0.11439704684552303
203,0.0,34.6,2371.2299999999846,0.0,0.3,0.0,831.8599999999999,59.28000000000004,111.99999999999999,38.9,505.1000000000003,3953.269999999985,0.12776764551877362
204,6.199999999999999,125.14999999999993,3911.4100000000276,0.0,10.0,0.0,1966.9199999999996,6.0,108.53999999999982,37.699999999999996,773.0000000000001,6944.920000000027,0.11130437787620262
205,0.0,92.52999999999999,2956.229999999996,20.0,0.8999999999999999,0.0,1070.2199999999998,57.42000000000002,52.90000000000003,23.1,766.7300000000005,5040.029999999996,0.15212806272978555
206,1.5,29.3,1783.1399999999928,0.0,18.5,0.0,492.40000000000003,0.0,88.60000000000005,1.0,127.0,2541.439999999993,0.049971669604633735
207,0.0,12.3,866.8699999999992,0.0,0.0,0.0,243.5,3.66,18.1,0.0,164.1,1308.529999999999,0.1254079004684647
212,0.0,293.49999999999994,871.8899999999992,0.0,3.7,0.0,347.17999999999995,0.0,74.10000000000001,1987.800000000002,1970.969999999999,5549.139999999999,0.35518476736935795
213,0.0,101.50000000000001,318.7300000000002,23.0,270.0,0.0,213.27,7.2,112.70000000000002,1621.8000000000018,2089.1099999999965,4757.309999999999,0.43913682312062846
214,0.0,283.2000000000001,637.8899999999954,4.76,11.599999999999998,0.0,66.86,0.0,145.90999999999974,2088.000000000002,2587.4399999999982,5825.659999999995,0.4441453843856319
215,0.0,291.0,636.2800000000001,6.0,27.849999999999998,50.0,210.59999999999997,22.800000000000004,262.2000000000001,1527.7999999999995,1715.2099999999982,4749.739999999998,0.36111660848804333
216,0.47000000000000003,55.89999999999999,1464.3699999999974,0.0,20.500000000000004,0.0,96.85,46.800000000000004,202.49999999999994,2414.3999999999996,3615.689999999996,7917.479999999993,0.4566718198214582
217,0.0,67.6,605.0200000000003,6.8,29.799999999999997,0.0,163.7,188.5799999999998,360.00000000000006,2290.200000000001,786.6500000000003,4498.350000000001,0.17487523202952196
218,0.0,179.30000000000004,1126.9599999999966,0.0,0.0,0.0,525.2799999999999,67.14000000000009,125.09999999999997,399.8,2080.5800000000017,4504.159999999998,0.46192408795424733
219,0.0,338.09999999999997,939.1799999999982,5.0,25.7,0.0,277.4,112.07999999999988,178.39999999999995,382.99999999999983,2193.0399999999995,4451.899999999998,0.4926076506660079
220,0.0,3.0,1048.5999999999997,0.0,1.3,0.0,86.49999999999999,10.259999999999998,86.19999999999997,533.5000000000001,1729.1199999999988,3498.4799999999987,0.49424893096430433
221,0.0,19.0,55.10000000000001,0.0,8.0,0.0,17.7,0.0,54.800000000000004,9.1,130.14999999999998,293.85,0.44291305087629734
224,0.0,0.0,344.43999999999994,30.2,6.2,0.0,145.9,0.0,17.3,183.1,718.9500000000003,1446.0900000000001,0.4971682260440223
225,0.0,0.0,241.87999999999994,0.0,0.85,0.0,319.84999999999997,0.0,14.2,138.54000000000002,638.2300000000002,1353.5500000000002,0.4715230320268924
228,0.0,0.0,304.5899999999998,21.14,9.699999999999998,0.0,41.8,55.66000000000002,25.000000000000004,526.2,1129.07,2113.16,0.5343040754131254
229,7.0,413.1499999999998,472.9999999999996,13.08,41.800000000000004,0.0,332.7999999999999,94.73999999999997,64.50000000000003,1505.7900000000004,945.6500000000002,3891.5099999999998,0.24300335859345093
230,0.0,52.2,2123.620000000001,1.5,0.6,0.0,201.00000000000009,99.78000000000011,345.8999999999998,1495.2699999999995,3486.9799999999927,7806.849999999993,0.44665646195328407
231,0.0,576.2000000000002,957.649999999999,69.17999999999999,171.40000000000003,0.0,177.5,133.1399999999999,446.8000000000002,1027.1999999999996,3873.749999999992,7432.819999999991,0.5211682779887037
232,0.0,77.3,390.37,21.1,0.0,0.0,104.60000000000001,18.299999999999997,46.9,938.6699999999996,1885.2799999999954,3482.519999999995,0.5413551106669877
233,0.0,235.50000000000003,480.46,13.1,4.15,0.0,40.4,25.200000000000003,46.6,960.4199999999992,1807.389999999996,3613.2199999999953,0.5002158739296246
234,0.0,23.73,903.2299999999965,15.799999999999999,8.399999999999999,0.0,274.05999999999983,35.16,238.1299999999998,4731.299999999999,3320.5700000000043,9550.380000000001,0.3476898301428848
235,0.0,72.3,502.1999999999994,0.0,54.7,0.0,120.00000000000001,286.2,268.20000000000005,7183.499999999997,2005.4599999999982,10492.559999999994,0.19113162088184382
236,0.0,9.8,535.2100000000005,25.65,0.12,0.0,222.7,25.2,66.3,1377.8000000000006,2342.3199999999924,4605.099999999993,0.5086360773924553
237,0.0,43.599999999999994,419.0800000000002,0.0,9.850000000000001,0.0,284.90000000000003,112.73999999999994,155.7,641.5,2406.4699999999953,4073.8399999999956,0.590712939143412
238,22.0,478.0000000000001,1002.9199999999989,0.0,10.0,0.0,220.4,73.14000000000007,128.17000000000002,989.3999999999999,2378.569999999994,5302.599999999993,0.44856674084411363
239,0.0,334.8999999999999,818.6100000000001,6.0,31.75,0.0,236.73999999999998,79.92000000000002,123.93999999999993,1018.7999999999998,2873.7499999999936,5524.4099999999935,0.5201912964461358
244,0.03,217.39999999999998,265.4199999999995,0.0,0.0,0.0,391.1000000000002,72.77999999999999,87.19999999999996,262.0,1131.7899999999995,2427.7199999999993,0.46619461881930363
245,0.0,176.90000000000003,89.27000000000024,30.0,6.400000000000001,0.0,50.9,3.06,52.1,277.2,747.6299999999997,1433.46,0.5215562345653172
250,0.0,306.00000000000006,1028.1699999999994,0.0,1.3,0.0,167.39,27.859999999999992,84.90999999999998,1659.7999999999997,1454.6,4730.029999999999,0.30752447658894344
251,0.0,23.1,198.75000000000003,8.8,1.8,0.0,30.0,14.4,68.99999999999997,614.0999999999998,106.80999999999999,1066.7599999999998,0.10012561400877425
254,0.0,79.10000000000001,1046.4999999999975,60.56,6.800000000000001,0.0,223.75999999999993,84.58000000000003,89.77,897.5199999999993,1789.8699999999935,4278.45999999999,0.41834445104079454
255,0.0,194.20000000000002,504.4400000000008,0.0,25.450000000000003,0.0,114.89999999999999,116.0999999999999,199.69999999999987,643.7000000000004,1808.2399999999914,3606.7299999999923,0.5013516398510549
258,0.0,146.3,1118.2299999999962,14.0,2.1999999999999997,0.0,240.79999999999998,65.16000000000007,141.05,1752.7,789.7800000000007,4270.219999999997,0.18495065827990156
259,0.0,237.3,464.3299999999973,0.0,23.199999999999996,0.0,78.9,90.65999999999997,141.79999999999998,1326.1999999999996,294.2000000000001,2656.589999999997,0.11074347189442121
260,1.8,91.2,1195.5299999999997,6.5,37.7,0.0,83.59,43.34000000000002,157.32999999999998,1413.36,1465.0700000000006,4495.42,0.32590280774655106
261,0.0,336.34000000000003,273.62999999999874,0.0,0.0,0.0,158.39999999999998,34.68,114.70000000000002,528.14,646.3699999999999,2092.259999999999,0.30893388011050266
266,0.0,130.29999999999998,147.93000000000012,63.72,17.700000000000003,0.0,44.5,6.3000000000000025,8.0,161.33999999999997,356.36000000000024,936.1500000000003,0.3806654916412969
267,0.0,410.2,335.0400000000001,29.5,21.9,0.0,166.8,38.10000000000001,126.19999999999999,691.0999999999996,2077.089999999991,3895.9299999999907,0.5331435626410115
268,0.0,148.3,1455.7199999999996,45.300000000000004,3.0,0.0,208.59999999999997,1.84,70.33999999999999,1311.299999999999,2120.029999999992,5364.429999999991,0.3952013541047223
269,0.0,115.60000000000001,619.12,0.0,26.150000000000002,0.0,51.0,0.0,11.0,1041.6000000000001,1169.58,3034.05,0.3854847481089632
