id,money,college,score,num,order,consume,consumesum,consumeavg,consumemax,remaindersum,remainderavg,remaindermax,其他 ,图书馆,开水,教务处,文印中心,校医院,校车,洗衣房 ,淋浴,超市,食堂 ,zongji,engeer,time_stamp
322,0,19,1349,2305,0.585249458,1365,12031.23,8.705665702,200,100475.9,72.70325615,226.71,0.15,24.2,1855.08,2.4,4.9,0,152.23,2.04,1.5,2207.32,1642.41,5892.23,0.278741665,6
323,0,19,1350,2305,0.585683297,1632,16259.4,9.860157671,200,149703.38,90.78434203,233.78,0,311.7,1384.45,23.2,36.2,0,300.39,3.6,32,2668.3,2632.56,7392.4,0.356117093,8
330,0,19,1359,2305,0.589587852,1270,12388.07,9.723759812,500,163637.46,128.4438462,506.68,0,232.1,999.85,91.72,47.71,3.12,335.6,92.08,161.7,1667.26,2011.75,5642.89,0.356510582,19
331,0,19,1360,2305,0.590021692,1224,11312.42,9.212068404,300,122358.03,99.64008958,312,0,130.1,1794.81,5,6.6,0,169.93,88.08,244.1,1369.2,1356.96,5164.78,0.262733359,11
346,0,19,1375,2305,0.596529284,1832,21820.06,11.86517673,400,225942.24,122.8614682,405.83,2.1,571.6,1925.42,20.8,0.8,0,1119.86,29.82,18.5,1932.3,4215.26,9836.46,0.428534249,177
347,0,19,1376,2305,0.596963124,1368,17532.98,12.76983248,400,214629.53,156.3215805,438.27,0,844.9,1154.12,73.4,57.75,0,779.3,23.58,8.8,1210.8,2915.45,7068.1,0.412480016,197
352,0,19,1381,2305,0.599132321,1106,9479.71,8.501982063,300,104739.56,93.93682511,309.85,0,64.9,1047.82,28.2,0.3,0,167.96,13.38,32,1331.45,1798.32,4484.33,0.401023118,7
353,0,19,1382,2305,0.599566161,702,6463.83,9.155566572,300,75595.8,107.076204,325,0,178.5,693.79,1.7,17.25,0,132.1,3.12,15.4,1335.8,913.41,3291.07,0.277541954,15
354,0,19,1383,2305,0.6,1847,13164.02,7.077430108,200,206958.2,111.2678495,313.16,0.81,272.2,1158.58,0,9.9,0,219.66,34.98,86.8,926.98,3767.35,6477.26,0.581627108,223
355,0,19,1384,2305,0.600433839,1603,13185.06,8.194568055,200,185623.43,115.3657116,284.28,20,283.3,1437.6,109.5,48.45,0,492.4,48.3,91.1,1254.1,2616.77,6401.52,0.408773229,167
366,0,11,368,613,0.600326264,507,5793.1,11.31464844,500,65478.6,127.8878906,504.68,0,19.4,730.97,26.1,1.1,0,88.7,5.3,34.9,478.61,1492.02,2877.1,0.518584686,2
367,0,11,369,613,0.601957586,274,3330.82,11.89578571,300,20516.59,73.27353571,303.09,0,21.8,337.7,0,11,0,21,0,0,360.4,900.92,1652.82,0.545080529,2
368,0,11,370,613,0.603588907,408,3569.48,8.68486618,119.59,15957.34,38.82564477,116.52,0,1,339.26,11.6,0.3,0,133.45,2.58,22.83,669.1,500.18,1680.3,0.297673035,-1
369,0,11,371,613,0.605220228,252,4027.97,15.98400794,222.1,14769.02,58.60722222,251.25,0,165.7,338.4,0,0,0,158.3,0,0,443.7,520.07,1626.17,0.319812812,-1
372,0,5,2612,2775,0.941261261,1027,6472.66,6.302492697,100,37715.79,36.72423564,109.17,0,617.6,949.56,0,0,20,414.4,20.6,277.05,182.2,371.25,2852.66,0.130141692,-1
373,0,5,2623,2775,0.945225225,558,3310.07,5.93202509,100,14142.49,25.34496416,100.84,0,134.9,583.75,0,0.9,0,347.7,25.98,117.44,137.7,129.7,1478.07,0.087749565,2
398,1000,13,2703,2714,0.995946942,1216,9628.37,7.918067434,100,59718.23,49.11038651,129.73,0,33.8,2180.9,54,9.36,0,1325.09,0,867.3,0,377.92,4848.37,0.077947846,-1
399,1000,13,2704,2714,0.996315402,2204,17574.55,7.973933757,150,123546.95,56.05578494,160.81,0,418.9,3692.31,0,8,0,2032.89,108.06,1355.99,140.1,1198.3,8954.55,0.133820237,5
400,0,13,2705,2714,0.996683861,258,2363.21,9.159728682,100,9098.23,35.26445736,108.58,0,85.2,479.91,0,66.8,38.5,329.2,4,0.6,114.2,74.8,1193.21,0.062688043,3
401,0,13,2706,2714,0.997052321,224,2028.22,9.054553571,100,6916.94,30.87919643,102.01,0,14.9,440.75,0,10.5,38,236.75,0,9.6,80.6,147.12,978.22,0.150395617,5
406,0,13,2711,2714,0.99889462,410,3311.69,8.077292683,200,66644.14,162.5466829,296.77,0,0,1149.39,0,0,0,179.5,0,18.5,4.9,359.4,1711.69,0.209967926,-1
407,0,13,2712,2714,0.99926308,1,93.47,93.47,93.47,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
408,1500,13,2713,2714,0.99963154,1064,5927.94,5.57137218,100,58530.02,55.00941729,128.41,0,32.3,2344.2,0,9.6,0,315.69,0,60.36,6,89.79,2857.94,0.031417734,-1
409,2000,13,2714,2714,1,1822,10346.15,5.678457739,150,112486.94,61.73816685,158.91,0,136.56,3475.57,0,16.6,3.5,926.53,18,71.79,50.9,238.08,4937.53,0.048218441,-1
412,1000,4,1401,2416,0.579884106,1142,5877.47,5.124210985,100,57520.53,50.1486748,115.84,5,215.2,493.69,0,36,0,263.83,80.78,189.7,139.9,1428.37,2852.47,0.500748474,44
413,1000,4,1402,2416,0.580298013,1126,7089.37,6.279335695,200,75109.68,66.52761736,216.46,0,360.8,615.48,33.3,15.5,0,324.5,107.58,225.43,429.6,1467.18,3579.37,0.409898949,52
426,0,16,299,406,0.736453202,3390,15373.98,4.535097345,500,734953.43,216.8004218,554.23,100,38.1,1192.7,50,68.5,0,513.94,87.72,261.1,1459.78,4000.44,7772.28,0.514706109,92
427,0,16,300,406,0.738916256,2789,14686.07,5.260053725,500,634073.97,227.1038574,559.5,0,170.1,560.86,10.8,51,0,334.8,242.52,262.34,1192.9,4351.35,7176.67,0.606318808,60
430,1000,16,303,406,0.746305419,1041,8536.95,8.153724928,400,137242.42,131.0815855,410.67,0,63.9,449.8,5,0,0,136,40.26,100.7,1956.19,1265.1,4016.95,0.31494044,3
431,1000,16,304,406,0.748768473,1059,8591.94,8.029850467,400,161500.17,150.9347383,407.25,0,448.6,554.1,49,36.5,0,160.7,119.16,96.7,1305,1347.18,4116.94,0.327228476,3
438,0,16,311,406,0.766009852,1321,10306.31,7.801900076,300,154467.07,116.9319228,332.15,15,207.2,367.32,10,0,0,157.88,31.56,318.3,1736.4,2229.85,5073.51,0.439508348,56
